Id,ActivityMinute,METs,Date
7086361926,2016-04-11 05:46:00,10,2016-04-11
7086361926,2016-04-11 05:47:00,10,2016-04-11
7086361926,2016-04-11 05:48:00,10,2016-04-11
7086361926,2016-04-11 05:49:00,10,2016-04-11
7086361926,2016-04-11 05:50:00,10,2016-04-11
7086361926,2016-04-11 05:51:00,10,2016-04-11
7086361926,2016-04-11 05:52:00,10,2016-04-11
7086361926,2016-04-11 05:53:00,10,2016-04-11
7086361926,2016-04-11 05:54:00,10,2016-04-11
7086361926,2016-04-11 05:55:00,10,2016-04-11
7086361926,2016-04-11 05:56:00,10,2016-04-11
7086361926,2016-04-11 05:57:00,10,2016-04-11
7086361926,2016-04-11 05:58:00,10,2016-04-11
7086361926,2016-04-11 05:59:00,10,2016-04-11
7086361926,2016-04-11 06:00:00,10,2016-04-11
7086361926,2016-04-11 06:01:00,10,2016-04-11
7086361926,2016-04-11 06:02:00,10,2016-04-11
7086361926,2016-04-11 06:03:00,11,2016-04-11
7086361926,2016-04-11 06:04:00,10,2016-04-11
7086361926,2016-04-11 06:05:00,10,2016-04-11
7086361926,2016-04-11 06:06:00,10,2016-04-11
7086361926,2016-04-11 06:07:00,10,2016-04-11
7086361926,2016-04-11 06:08:00,10,2016-04-11
7086361926,2016-04-11 06:09:00,10,2016-04-11
7086361926,2016-04-11 06:10:00,10,2016-04-11
7086361926,2016-04-11 06:11:00,11,2016-04-11
7086361926,2016-04-11 06:12:00,10,2016-04-11
7086361926,2016-04-11 06:13:00,10,2016-04-11
7086361926,2016-04-11 06:14:00,10,2016-04-11
7086361926,2016-04-11 06:15:00,10,2016-04-11
7086361926,2016-04-11 06:16:00,10,2016-04-11
7086361926,2016-04-11 06:17:00,10,2016-04-11
7086361926,2016-04-11 06:18:00,10,2016-04-11
7086361926,2016-04-11 06:19:00,10,2016-04-11
7086361926,2016-04-11 06:20:00,10,2016-04-11
7086361926,2016-04-11 06:21:00,10,2016-04-11
7086361926,2016-04-11 06:22:00,10,2016-04-11
7086361926,2016-04-11 06:23:00,10,2016-04-11
7086361926,2016-04-11 06:24:00,10,2016-04-11
7086361926,2016-04-11 06:25:00,10,2016-04-11
7086361926,2016-04-11 06:26:00,11,2016-04-11
7086361926,2016-04-11 06:27:00,10,2016-04-11
7086361926,2016-04-11 06:28:00,10,2016-04-11
7086361926,2016-04-11 06:29:00,10,2016-04-11
7086361926,2016-04-11 06:30:00,10,2016-04-11
7086361926,2016-04-11 06:31:00,11,2016-04-11
7086361926,2016-04-11 06:32:00,10,2016-04-11
7086361926,2016-04-11 06:33:00,11,2016-04-11
7086361926,2016-04-11 06:34:00,10,2016-04-11
7086361926,2016-04-11 06:35:00,13,2016-04-11
7086361926,2016-04-11 06:36:00,13,2016-04-11
7086361926,2016-04-11 06:37:00,10,2016-04-11
7086361926,2016-04-11 06:38:00,10,2016-04-11
7086361926,2016-04-11 06:39:00,10,2016-04-11
7086361926,2016-04-11 06:40:00,11,2016-04-11
7086361926,2016-04-11 06:41:00,10,2016-04-11
7086361926,2016-04-11 06:42:00,10,2016-04-11
7086361926,2016-04-11 06:43:00,10,2016-04-11
7086361926,2016-04-11 06:44:00,10,2016-04-11
7086361926,2016-04-11 06:45:00,10,2016-04-11
7086361926,2016-04-11 06:46:00,10,2016-04-11
7086361926,2016-04-11 06:47:00,10,2016-04-11
7086361926,2016-04-11 06:48:00,10,2016-04-11
7086361926,2016-04-11 06:49:00,10,2016-04-11
7086361926,2016-04-11 06:50:00,10,2016-04-11
7086361926,2016-04-11 06:51:00,10,2016-04-11
7086361926,2016-04-11 06:52:00,10,2016-04-11
7086361926,2016-04-11 06:53:00,10,2016-04-11
7086361926,2016-04-11 06:54:00,10,2016-04-11
7086361926,2016-04-11 06:55:00,13,2016-04-11
7086361926,2016-04-11 06:56:00,40,2016-04-11
7086361926,2016-04-11 06:57:00,34,2016-04-11
7086361926,2016-04-11 06:58:00,38,2016-04-11
7086361926,2016-04-11 06:59:00,15,2016-04-11
7086361926,2016-04-11 07:00:00,34,2016-04-11
7086361926,2016-04-11 07:01:00,34,2016-04-11
7086361926,2016-04-11 07:02:00,38,2016-04-11
7086361926,2016-04-11 07:03:00,44,2016-04-11
7086361926,2016-04-11 07:04:00,40,2016-04-11
7086361926,2016-04-11 07:05:00,58,2016-04-11
7086361926,2016-04-11 07:06:00,52,2016-04-11
7086361926,2016-04-11 07:07:00,26,2016-04-11
7086361926,2016-04-11 07:08:00,13,2016-04-11
7086361926,2016-04-11 07:09:00,28,2016-04-11
7086361926,2016-04-11 07:10:00,12,2016-04-11
7086361926,2016-04-11 07:11:00,13,2016-04-11
7086361926,2016-04-11 07:12:00,13,2016-04-11
7086361926,2016-04-11 07:13:00,12,2016-04-11
7086361926,2016-04-11 07:14:00,12,2016-04-11
7086361926,2016-04-11 07:15:00,12,2016-04-11
7086361926,2016-04-11 07:16:00,13,2016-04-11
7086361926,2016-04-11 07:17:00,13,2016-04-11
7086361926,2016-04-11 07:18:00,13,2016-04-11
7086361926,2016-04-11 07:19:00,12,2016-04-11
7086361926,2016-04-11 07:20:00,12,2016-04-11
7086361926,2016-04-11 07:21:00,13,2016-04-11
7086361926,2016-04-11 07:22:00,12,2016-04-11
7086361926,2016-04-11 07:23:00,12,2016-04-11
7086361926,2016-04-11 07:24:00,12,2016-04-11
7086361926,2016-04-11 07:25:00,13,2016-04-11
7086361926,2016-04-11 07:26:00,13,2016-04-11
7086361926,2016-04-11 07:27:00,13,2016-04-11
7086361926,2016-04-11 07:28:00,13,2016-04-11
7086361926,2016-04-11 07:29:00,13,2016-04-11
7086361926,2016-04-11 07:30:00,13,2016-04-11
7086361926,2016-04-11 07:31:00,11,2016-04-11
7086361926,2016-04-11 07:32:00,30,2016-04-11
7086361926,2016-04-11 07:33:00,42,2016-04-11
7086361926,2016-04-11 07:34:00,32,2016-04-11
7086361926,2016-04-11 07:35:00,24,2016-04-11
7086361926,2016-04-11 07:36:00,36,2016-04-11
7086361926,2016-04-11 07:37:00,36,2016-04-11
7086361926,2016-04-11 07:38:00,36,2016-04-11
7086361926,2016-04-11 07:39:00,32,2016-04-11
7086361926,2016-04-11 07:40:00,12,2016-04-11
7086361926,2016-04-11 07:41:00,12,2016-04-11
7086361926,2016-04-11 07:42:00,12,2016-04-11
7086361926,2016-04-11 07:43:00,12,2016-04-11
7086361926,2016-04-11 07:44:00,10,2016-04-11
7086361926,2016-04-11 07:45:00,12,2016-04-11
7086361926,2016-04-11 07:46:00,13,2016-04-11
7086361926,2016-04-11 07:47:00,32,2016-04-11
7086361926,2016-04-11 07:48:00,11,2016-04-11
7086361926,2016-04-11 07:49:00,12,2016-04-11
7086361926,2016-04-11 07:50:00,10,2016-04-11
7086361926,2016-04-11 07:51:00,12,2016-04-11
7086361926,2016-04-11 07:52:00,10,2016-04-11
7086361926,2016-04-11 07:53:00,10,2016-04-11
7086361926,2016-04-11 07:54:00,10,2016-04-11
7086361926,2016-04-11 07:55:00,12,2016-04-11
7086361926,2016-04-11 07:56:00,10,2016-04-11
7086361926,2016-04-11 07:57:00,10,2016-04-11
7086361926,2016-04-11 07:58:00,12,2016-04-11
7086361926,2016-04-11 07:59:00,12,2016-04-11
7086361926,2016-04-11 08:00:00,12,2016-04-11
7086361926,2016-04-11 08:01:00,10,2016-04-11
7086361926,2016-04-11 08:02:00,10,2016-04-11
7086361926,2016-04-11 08:03:00,12,2016-04-11
7086361926,2016-04-11 08:04:00,12,2016-04-11
7086361926,2016-04-11 08:05:00,12,2016-04-11
7086361926,2016-04-11 08:06:00,12,2016-04-11
7086361926,2016-04-11 08:07:00,10,2016-04-11
7086361926,2016-04-11 08:08:00,10,2016-04-11
7086361926,2016-04-11 08:09:00,10,2016-04-11
7086361926,2016-04-11 08:10:00,12,2016-04-11
7086361926,2016-04-11 08:11:00,10,2016-04-11
7086361926,2016-04-11 08:12:00,10,2016-04-11
7086361926,2016-04-11 08:13:00,10,2016-04-11
7086361926,2016-04-11 08:14:00,12,2016-04-11
7086361926,2016-04-11 08:15:00,10,2016-04-11
7086361926,2016-04-11 08:16:00,10,2016-04-11
7086361926,2016-04-11 08:17:00,10,2016-04-11
7086361926,2016-04-11 08:18:00,10,2016-04-11
7086361926,2016-04-11 08:19:00,10,2016-04-11
7086361926,2016-04-11 08:20:00,10,2016-04-11
7086361926,2016-04-11 08:21:00,10,2016-04-11
7086361926,2016-04-11 08:22:00,10,2016-04-11
7086361926,2016-04-11 08:23:00,10,2016-04-11
7086361926,2016-04-11 08:24:00,10,2016-04-11
7086361926,2016-04-11 08:25:00,10,2016-04-11
7086361926,2016-04-11 08:26:00,10,2016-04-11
7086361926,2016-04-11 08:27:00,10,2016-04-11
7086361926,2016-04-11 08:28:00,10,2016-04-11
7086361926,2016-04-11 08:29:00,12,2016-04-11
7086361926,2016-04-11 08:30:00,10,2016-04-11
7086361926,2016-04-11 08:31:00,10,2016-04-11
7086361926,2016-04-11 08:32:00,10,2016-04-11
7086361926,2016-04-11 08:33:00,10,2016-04-11
7086361926,2016-04-11 08:34:00,10,2016-04-11
7086361926,2016-04-11 08:35:00,10,2016-04-11
7086361926,2016-04-11 08:36:00,10,2016-04-11
7086361926,2016-04-11 08:37:00,10,2016-04-11
7086361926,2016-04-11 08:38:00,10,2016-04-11
7086361926,2016-04-11 08:39:00,11,2016-04-11
7086361926,2016-04-11 08:40:00,10,2016-04-11
7086361926,2016-04-11 08:41:00,10,2016-04-11
7086361926,2016-04-11 08:42:00,11,2016-04-11
7086361926,2016-04-11 08:43:00,10,2016-04-11
7086361926,2016-04-11 08:44:00,10,2016-04-11
7086361926,2016-04-11 08:45:00,10,2016-04-11
7086361926,2016-04-11 08:46:00,10,2016-04-11
7086361926,2016-04-11 08:47:00,10,2016-04-11
7086361926,2016-04-11 08:48:00,10,2016-04-11
7086361926,2016-04-11 08:49:00,11,2016-04-11
7086361926,2016-04-11 08:50:00,10,2016-04-11
7086361926,2016-04-11 08:51:00,10,2016-04-11
7086361926,2016-04-11 08:52:00,10,2016-04-11
7086361926,2016-04-11 08:53:00,10,2016-04-11
7086361926,2016-04-11 08:54:00,10,2016-04-11
7086361926,2016-04-11 08:55:00,26,2016-04-11
7086361926,2016-04-11 08:56:00,10,2016-04-11
7086361926,2016-04-11 08:57:00,10,2016-04-11
7086361926,2016-04-11 08:58:00,10,2016-04-11
7086361926,2016-04-11 08:59:00,13,2016-04-11
7086361926,2016-04-11 09:00:00,46,2016-04-11
7086361926,2016-04-11 09:01:00,24,2016-04-11
7086361926,2016-04-11 09:02:00,10,2016-04-11
7086361926,2016-04-11 09:03:00,11,2016-04-11
7086361926,2016-04-11 09:04:00,30,2016-04-11
7086361926,2016-04-11 09:05:00,34,2016-04-11
7086361926,2016-04-11 09:06:00,34,2016-04-11
7086361926,2016-04-11 09:07:00,11,2016-04-11
7086361926,2016-04-11 09:08:00,10,2016-04-11
7086361926,2016-04-11 09:09:00,10,2016-04-11
7086361926,2016-04-11 09:10:00,10,2016-04-11
7086361926,2016-04-11 09:11:00,10,2016-04-11
7086361926,2016-04-11 09:12:00,10,2016-04-11
7086361926,2016-04-11 09:13:00,10,2016-04-11
7086361926,2016-04-11 09:14:00,10,2016-04-11
7086361926,2016-04-11 09:15:00,10,2016-04-11
7086361926,2016-04-11 09:16:00,10,2016-04-11
7086361926,2016-04-11 09:17:00,10,2016-04-11
7086361926,2016-04-11 09:18:00,10,2016-04-11
7086361926,2016-04-11 09:19:00,10,2016-04-11
7086361926,2016-04-11 09:20:00,10,2016-04-11
7086361926,2016-04-11 09:21:00,10,2016-04-11
7086361926,2016-04-11 09:22:00,11,2016-04-11
7086361926,2016-04-11 09:23:00,10,2016-04-11
7086361926,2016-04-11 09:24:00,10,2016-04-11
7086361926,2016-04-11 09:25:00,10,2016-04-11
7086361926,2016-04-11 09:26:00,10,2016-04-11
7086361926,2016-04-11 09:27:00,10,2016-04-11
7086361926,2016-04-11 09:28:00,10,2016-04-11
7086361926,2016-04-11 09:29:00,10,2016-04-11
7086361926,2016-04-11 09:30:00,10,2016-04-11
7086361926,2016-04-11 09:31:00,10,2016-04-11
7086361926,2016-04-11 09:32:00,10,2016-04-11
7086361926,2016-04-11 09:33:00,10,2016-04-11
7086361926,2016-04-11 09:34:00,11,2016-04-11
7086361926,2016-04-11 09:35:00,10,2016-04-11
7086361926,2016-04-11 09:36:00,11,2016-04-11
7086361926,2016-04-11 09:37:00,10,2016-04-11
7086361926,2016-04-11 09:38:00,11,2016-04-11
7086361926,2016-04-11 09:39:00,10,2016-04-11
7086361926,2016-04-11 09:40:00,10,2016-04-11
7086361926,2016-04-11 09:41:00,10,2016-04-11
7086361926,2016-04-11 09:42:00,11,2016-04-11
7086361926,2016-04-11 09:43:00,34,2016-04-11
7086361926,2016-04-11 09:44:00,32,2016-04-11
7086361926,2016-04-11 09:45:00,11,2016-04-11
7086361926,2016-04-11 09:46:00,34,2016-04-11
7086361926,2016-04-11 09:47:00,34,2016-04-11
7086361926,2016-04-11 09:48:00,12,2016-04-11
7086361926,2016-04-11 09:49:00,11,2016-04-11
7086361926,2016-04-11 09:50:00,10,2016-04-11
7086361926,2016-04-11 09:51:00,10,2016-04-11
7086361926,2016-04-11 09:52:00,10,2016-04-11
7086361926,2016-04-11 09:53:00,11,2016-04-11
7086361926,2016-04-11 09:54:00,10,2016-04-11
7086361926,2016-04-11 09:55:00,10,2016-04-11
7086361926,2016-04-11 09:56:00,10,2016-04-11
7086361926,2016-04-11 09:57:00,10,2016-04-11
7086361926,2016-04-11 09:58:00,10,2016-04-11
7086361926,2016-04-11 09:59:00,10,2016-04-11
7086361926,2016-04-11 10:00:00,10,2016-04-11
7086361926,2016-04-11 10:01:00,11,2016-04-11
7086361926,2016-04-11 10:02:00,10,2016-04-11
7086361926,2016-04-11 10:03:00,10,2016-04-11
7086361926,2016-04-11 10:04:00,10,2016-04-11
7086361926,2016-04-11 10:05:00,10,2016-04-11
7086361926,2016-04-11 10:06:00,10,2016-04-11
7086361926,2016-04-11 10:07:00,10,2016-04-11
7086361926,2016-04-11 10:08:00,10,2016-04-11
7086361926,2016-04-11 10:09:00,10,2016-04-11
7086361926,2016-04-11 10:10:00,10,2016-04-11
7086361926,2016-04-11 10:11:00,11,2016-04-11
7086361926,2016-04-11 10:12:00,11,2016-04-11
7086361926,2016-04-11 10:13:00,10,2016-04-11
7086361926,2016-04-11 10:14:00,10,2016-04-11
7086361926,2016-04-11 10:15:00,10,2016-04-11
7086361926,2016-04-11 10:16:00,10,2016-04-11
7086361926,2016-04-11 10:17:00,10,2016-04-11
7086361926,2016-04-11 10:18:00,10,2016-04-11
7086361926,2016-04-11 10:19:00,10,2016-04-11
7086361926,2016-04-11 10:20:00,10,2016-04-11
7086361926,2016-04-11 10:21:00,10,2016-04-11
7086361926,2016-04-11 10:22:00,10,2016-04-11
7086361926,2016-04-11 10:23:00,10,2016-04-11
7086361926,2016-04-11 10:24:00,11,2016-04-11
7086361926,2016-04-11 10:25:00,11,2016-04-11
7086361926,2016-04-11 10:26:00,10,2016-04-11
7086361926,2016-04-11 10:27:00,10,2016-04-11
7086361926,2016-04-11 10:28:00,10,2016-04-11
7086361926,2016-04-11 10:29:00,10,2016-04-11
7086361926,2016-04-11 10:30:00,10,2016-04-11
7086361926,2016-04-11 10:31:00,10,2016-04-11
7086361926,2016-04-11 10:32:00,10,2016-04-11
7086361926,2016-04-11 10:33:00,10,2016-04-11
7086361926,2016-04-11 10:34:00,10,2016-04-11
7086361926,2016-04-11 10:35:00,10,2016-04-11
7086361926,2016-04-11 10:36:00,10,2016-04-11
7086361926,2016-04-11 10:37:00,10,2016-04-11
7086361926,2016-04-11 10:38:00,10,2016-04-11
7086361926,2016-04-11 10:39:00,10,2016-04-11
7086361926,2016-04-11 10:40:00,10,2016-04-11
7086361926,2016-04-11 10:41:00,10,2016-04-11
7086361926,2016-04-11 10:42:00,10,2016-04-11
7086361926,2016-04-11 10:43:00,10,2016-04-11
7086361926,2016-04-11 10:44:00,10,2016-04-11
7086361926,2016-04-11 10:45:00,10,2016-04-11
7086361926,2016-04-11 10:46:00,10,2016-04-11
7086361926,2016-04-11 10:47:00,10,2016-04-11
7086361926,2016-04-11 10:48:00,10,2016-04-11
7086361926,2016-04-11 10:49:00,10,2016-04-11
7086361926,2016-04-11 10:50:00,32,2016-04-11
7086361926,2016-04-11 10:51:00,36,2016-04-11
7086361926,2016-04-11 10:52:00,26,2016-04-11
7086361926,2016-04-11 10:53:00,40,2016-04-11
7086361926,2016-04-11 10:54:00,36,2016-04-11
7086361926,2016-04-11 10:55:00,10,2016-04-11
7086361926,2016-04-11 10:56:00,11,2016-04-11
7086361926,2016-04-11 10:57:00,10,2016-04-11
7086361926,2016-04-11 10:58:00,11,2016-04-11
7086361926,2016-04-11 10:59:00,10,2016-04-11
7086361926,2016-04-11 11:00:00,10,2016-04-11
7086361926,2016-04-11 11:01:00,10,2016-04-11
7086361926,2016-04-11 11:02:00,11,2016-04-11
7086361926,2016-04-11 11:03:00,10,2016-04-11
7086361926,2016-04-11 11:04:00,11,2016-04-11
7086361926,2016-04-11 11:05:00,11,2016-04-11
7086361926,2016-04-11 11:06:00,10,2016-04-11
7086361926,2016-04-11 11:07:00,10,2016-04-11
7086361926,2016-04-11 11:08:00,10,2016-04-11
7086361926,2016-04-11 11:09:00,11,2016-04-11
7086361926,2016-04-11 11:10:00,10,2016-04-11
7086361926,2016-04-11 11:11:00,10,2016-04-11
7086361926,2016-04-11 11:12:00,10,2016-04-11
7086361926,2016-04-11 11:13:00,10,2016-04-11
7086361926,2016-04-11 11:14:00,10,2016-04-11
7086361926,2016-04-11 11:15:00,10,2016-04-11
7086361926,2016-04-11 11:16:00,10,2016-04-11
7086361926,2016-04-11 11:17:00,10,2016-04-11
7086361926,2016-04-11 11:18:00,10,2016-04-11
7086361926,2016-04-11 11:19:00,10,2016-04-11
7086361926,2016-04-11 11:20:00,11,2016-04-11
7086361926,2016-04-11 11:21:00,10,2016-04-11
7086361926,2016-04-11 11:22:00,10,2016-04-11
7086361926,2016-04-11 11:23:00,10,2016-04-11
7086361926,2016-04-11 11:24:00,10,2016-04-11
7086361926,2016-04-11 11:25:00,10,2016-04-11
7086361926,2016-04-11 11:26:00,10,2016-04-11
7086361926,2016-04-11 11:27:00,10,2016-04-11
7086361926,2016-04-11 11:28:00,12,2016-04-11
7086361926,2016-04-11 11:29:00,10,2016-04-11
7086361926,2016-04-11 11:30:00,10,2016-04-11
7086361926,2016-04-11 11:31:00,10,2016-04-11
7086361926,2016-04-11 11:32:00,10,2016-04-11
7086361926,2016-04-11 11:33:00,10,2016-04-11
7086361926,2016-04-11 11:34:00,10,2016-04-11
7086361926,2016-04-11 11:35:00,10,2016-04-11
7086361926,2016-04-11 11:36:00,10,2016-04-11
7086361926,2016-04-11 11:37:00,10,2016-04-11
7086361926,2016-04-11 11:38:00,11,2016-04-11
7086361926,2016-04-11 11:39:00,10,2016-04-11
7086361926,2016-04-11 11:40:00,11,2016-04-11
7086361926,2016-04-11 11:41:00,10,2016-04-11
7086361926,2016-04-11 11:42:00,10,2016-04-11
7086361926,2016-04-11 11:43:00,11,2016-04-11
7086361926,2016-04-11 11:44:00,10,2016-04-11
7086361926,2016-04-11 11:45:00,10,2016-04-11
7086361926,2016-04-11 11:46:00,10,2016-04-11
7086361926,2016-04-11 11:47:00,10,2016-04-11
7086361926,2016-04-11 11:48:00,10,2016-04-11
7086361926,2016-04-11 11:49:00,10,2016-04-11
7086361926,2016-04-11 11:50:00,10,2016-04-11
7086361926,2016-04-11 11:51:00,10,2016-04-11
7086361926,2016-04-11 11:52:00,10,2016-04-11
7086361926,2016-04-11 11:53:00,10,2016-04-11
7086361926,2016-04-11 11:54:00,10,2016-04-11
7086361926,2016-04-11 11:55:00,10,2016-04-11
7086361926,2016-04-11 11:56:00,10,2016-04-11
7086361926,2016-04-11 11:57:00,10,2016-04-11
7086361926,2016-04-11 11:58:00,11,2016-04-11
7086361926,2016-04-11 11:59:00,10,2016-04-11
7086361926,2016-04-11 12:00:00,10,2016-04-11
7086361926,2016-04-11 12:01:00,32,2016-04-11
7086361926,2016-04-11 12:02:00,34,2016-04-11
7086361926,2016-04-11 12:03:00,13,2016-04-11
7086361926,2016-04-11 12:04:00,13,2016-04-11
7086361926,2016-04-11 12:05:00,13,2016-04-11
7086361926,2016-04-11 12:06:00,11,2016-04-11
7086361926,2016-04-11 12:07:00,11,2016-04-11
7086361926,2016-04-11 12:08:00,11,2016-04-11
7086361926,2016-04-11 12:09:00,11,2016-04-11
7086361926,2016-04-11 12:10:00,10,2016-04-11
7086361926,2016-04-11 12:11:00,11,2016-04-11
7086361926,2016-04-11 12:12:00,11,2016-04-11
7086361926,2016-04-11 12:13:00,10,2016-04-11
7086361926,2016-04-11 12:14:00,11,2016-04-11
7086361926,2016-04-11 12:15:00,11,2016-04-11
7086361926,2016-04-11 12:16:00,13,2016-04-11
7086361926,2016-04-11 12:17:00,11,2016-04-11
7086361926,2016-04-11 12:18:00,10,2016-04-11
7086361926,2016-04-11 12:19:00,11,2016-04-11
7086361926,2016-04-11 12:20:00,11,2016-04-11
7086361926,2016-04-11 12:21:00,11,2016-04-11
7086361926,2016-04-11 12:22:00,11,2016-04-11
7086361926,2016-04-11 12:23:00,10,2016-04-11
7086361926,2016-04-11 12:24:00,13,2016-04-11
7086361926,2016-04-11 12:25:00,12,2016-04-11
7086361926,2016-04-11 12:26:00,12,2016-04-11
7086361926,2016-04-11 12:27:00,13,2016-04-11
7086361926,2016-04-11 12:28:00,12,2016-04-11
7086361926,2016-04-11 12:29:00,10,2016-04-11
7086361926,2016-04-11 12:30:00,11,2016-04-11
7086361926,2016-04-11 12:31:00,11,2016-04-11
7086361926,2016-04-11 12:32:00,11,2016-04-11
7086361926,2016-04-11 12:33:00,10,2016-04-11
7086361926,2016-04-11 12:34:00,10,2016-04-11
7086361926,2016-04-11 12:35:00,11,2016-04-11
7086361926,2016-04-11 12:36:00,11,2016-04-11
7086361926,2016-04-11 12:37:00,10,2016-04-11
7086361926,2016-04-11 12:38:00,11,2016-04-11
7086361926,2016-04-11 12:39:00,13,2016-04-11
7086361926,2016-04-11 12:40:00,12,2016-04-11
7086361926,2016-04-11 12:41:00,10,2016-04-11
7086361926,2016-04-11 12:42:00,10,2016-04-11
7086361926,2016-04-11 12:43:00,10,2016-04-11
7086361926,2016-04-11 12:44:00,11,2016-04-11
7086361926,2016-04-11 12:45:00,10,2016-04-11
7086361926,2016-04-11 12:46:00,10,2016-04-11
7086361926,2016-04-11 12:47:00,11,2016-04-11
7086361926,2016-04-11 12:48:00,11,2016-04-11
7086361926,2016-04-11 12:49:00,10,2016-04-11
7086361926,2016-04-11 12:50:00,11,2016-04-11
7086361926,2016-04-11 12:51:00,11,2016-04-11
7086361926,2016-04-11 12:52:00,10,2016-04-11
7086361926,2016-04-11 12:53:00,10,2016-04-11
7086361926,2016-04-11 12:54:00,11,2016-04-11
7086361926,2016-04-11 12:55:00,30,2016-04-11
7086361926,2016-04-11 12:56:00,26,2016-04-11
7086361926,2016-04-11 12:57:00,50,2016-04-11
7086361926,2016-04-11 12:58:00,34,2016-04-11
7086361926,2016-04-11 12:59:00,38,2016-04-11
7086361926,2016-04-11 13:00:00,10,2016-04-11
7086361926,2016-04-11 13:01:00,20,2016-04-11
7086361926,2016-04-11 13:02:00,58,2016-04-11
7086361926,2016-04-11 13:03:00,58,2016-04-11
7086361926,2016-04-11 13:04:00,54,2016-04-11
7086361926,2016-04-11 13:05:00,62,2016-04-11
7086361926,2016-04-11 13:06:00,34,2016-04-11
7086361926,2016-04-11 13:07:00,10,2016-04-11
7086361926,2016-04-11 13:08:00,11,2016-04-11
7086361926,2016-04-11 13:09:00,11,2016-04-11
7086361926,2016-04-11 13:10:00,10,2016-04-11
7086361926,2016-04-11 13:11:00,32,2016-04-11
7086361926,2016-04-11 13:12:00,10,2016-04-11
7086361926,2016-04-11 13:13:00,10,2016-04-11
7086361926,2016-04-11 13:14:00,12,2016-04-11
7086361926,2016-04-11 13:15:00,12,2016-04-11
7086361926,2016-04-11 13:16:00,12,2016-04-11
7086361926,2016-04-11 13:17:00,12,2016-04-11
7086361926,2016-04-11 13:18:00,12,2016-04-11
7086361926,2016-04-11 13:19:00,12,2016-04-11
7086361926,2016-04-11 13:20:00,12,2016-04-11
7086361926,2016-04-11 13:21:00,13,2016-04-11
7086361926,2016-04-11 13:22:00,13,2016-04-11
7086361926,2016-04-11 13:23:00,12,2016-04-11
7086361926,2016-04-11 13:24:00,12,2016-04-11
7086361926,2016-04-11 13:25:00,26,2016-04-11
7086361926,2016-04-11 13:26:00,60,2016-04-11
7086361926,2016-04-11 13:27:00,48,2016-04-11
7086361926,2016-04-11 13:28:00,58,2016-04-11
7086361926,2016-04-11 13:29:00,76,2016-04-11
7086361926,2016-04-11 13:30:00,62,2016-04-11
7086361926,2016-04-11 13:31:00,48,2016-04-11
7086361926,2016-04-11 13:32:00,72,2016-04-11
7086361926,2016-04-11 13:33:00,68,2016-04-11
7086361926,2016-04-11 13:34:00,38,2016-04-11
7086361926,2016-04-11 13:35:00,40,2016-04-11
7086361926,2016-04-11 13:36:00,24,2016-04-11
7086361926,2016-04-11 13:37:00,12,2016-04-11
7086361926,2016-04-11 13:38:00,12,2016-04-11
7086361926,2016-04-11 13:39:00,12,2016-04-11
7086361926,2016-04-11 13:40:00,12,2016-04-11
7086361926,2016-04-11 13:41:00,12,2016-04-11
7086361926,2016-04-11 13:42:00,13,2016-04-11
7086361926,2016-04-11 13:43:00,10,2016-04-11
7086361926,2016-04-11 13:44:00,10,2016-04-11
7086361926,2016-04-11 13:45:00,10,2016-04-11
7086361926,2016-04-11 13:46:00,10,2016-04-11
7086361926,2016-04-11 13:47:00,10,2016-04-11
7086361926,2016-04-11 13:48:00,12,2016-04-11
7086361926,2016-04-11 13:49:00,12,2016-04-11
7086361926,2016-04-11 13:50:00,10,2016-04-11
7086361926,2016-04-11 13:51:00,10,2016-04-11
7086361926,2016-04-11 13:52:00,13,2016-04-11
7086361926,2016-04-11 13:53:00,12,2016-04-11
7086361926,2016-04-11 13:54:00,10,2016-04-11
7086361926,2016-04-11 13:55:00,10,2016-04-11
7086361926,2016-04-11 13:56:00,10,2016-04-11
7086361926,2016-04-11 13:57:00,10,2016-04-11
7086361926,2016-04-11 13:58:00,10,2016-04-11
7086361926,2016-04-11 13:59:00,10,2016-04-11
7086361926,2016-04-11 14:00:00,10,2016-04-11
7086361926,2016-04-11 14:01:00,10,2016-04-11
7086361926,2016-04-11 14:02:00,10,2016-04-11
7086361926,2016-04-11 14:03:00,12,2016-04-11
7086361926,2016-04-11 14:04:00,13,2016-04-11
7086361926,2016-04-11 14:05:00,12,2016-04-11
7086361926,2016-04-11 14:06:00,13,2016-04-11
7086361926,2016-04-11 14:07:00,12,2016-04-11
7086361926,2016-04-11 14:08:00,12,2016-04-11
7086361926,2016-04-11 14:09:00,10,2016-04-11
7086361926,2016-04-11 14:10:00,10,2016-04-11
7086361926,2016-04-11 14:11:00,10,2016-04-11
7086361926,2016-04-11 14:12:00,12,2016-04-11
7086361926,2016-04-11 14:13:00,13,2016-04-11
7086361926,2016-04-11 14:14:00,12,2016-04-11
7086361926,2016-04-11 14:15:00,12,2016-04-11
7086361926,2016-04-11 14:16:00,12,2016-04-11
7086361926,2016-04-11 14:17:00,12,2016-04-11
7086361926,2016-04-11 14:18:00,13,2016-04-11
7086361926,2016-04-11 14:19:00,12,2016-04-11
7086361926,2016-04-11 14:20:00,13,2016-04-11
7086361926,2016-04-11 14:21:00,10,2016-04-11
7086361926,2016-04-11 14:22:00,13,2016-04-11
