Id,Time,Value,Date
2022484408,2016-04-29 08:06:00,93,2016-04-29
2022484408,2016-04-29 08:06:05,84,2016-04-29
2022484408,2016-04-29 08:06:15,79,2016-04-29
2022484408,2016-04-29 08:06:25,80,2016-04-29
2022484408,2016-04-29 08:07:10,79,2016-04-29
2022484408,2016-04-29 08:07:20,80,2016-04-29
2022484408,2016-04-29 08:07:25,81,2016-04-29
2022484408,2016-04-29 08:07:30,82,2016-04-29
2022484408,2016-04-29 08:07:35,82,2016-04-29
2022484408,2016-04-29 08:07:40,82,2016-04-29
2022484408,2016-04-29 08:07:50,81,2016-04-29
2022484408,2016-04-29 08:07:55,75,2016-04-29
2022484408,2016-04-29 08:08:00,70,2016-04-29
2022484408,2016-04-29 08:08:05,70,2016-04-29
2022484408,2016-04-29 08:08:15,69,2016-04-29
2022484408,2016-04-29 08:08:20,68,2016-04-29
2022484408,2016-04-29 08:08:30,68,2016-04-29
2022484408,2016-04-29 08:08:40,69,2016-04-29
2022484408,2016-04-29 08:08:45,68,2016-04-29
2022484408,2016-04-29 08:08:50,67,2016-04-29
2022484408,2016-04-29 08:09:05,67,2016-04-29
2022484408,2016-04-29 08:09:15,67,2016-04-29
2022484408,2016-04-29 08:09:30,66,2016-04-29
2022484408,2016-04-29 08:09:40,65,2016-04-29
2022484408,2016-04-29 08:09:45,64,2016-04-29
2022484408,2016-04-29 08:09:50,65,2016-04-29
2022484408,2016-04-29 08:10:05,65,2016-04-29
2022484408,2016-04-29 08:10:15,66,2016-04-29
2022484408,2016-04-29 08:10:20,67,2016-04-29
2022484408,2016-04-29 08:10:25,66,2016-04-29
2022484408,2016-04-29 08:10:35,68,2016-04-29
2022484408,2016-04-29 08:10:40,67,2016-04-29
2022484408,2016-04-29 08:10:45,66,2016-04-29
2022484408,2016-04-29 08:10:55,65,2016-04-29
2022484408,2016-04-29 08:11:00,64,2016-04-29
2022484408,2016-04-29 08:11:15,64,2016-04-29
2022484408,2016-04-29 08:11:30,66,2016-04-29
2022484408,2016-04-29 08:11:45,66,2016-04-29
2022484408,2016-04-29 08:12:00,63,2016-04-29
2022484408,2016-04-29 08:12:05,61,2016-04-29
2022484408,2016-04-29 08:12:10,61,2016-04-29
2022484408,2016-04-29 08:12:20,63,2016-04-29
2022484408,2016-04-29 08:12:25,62,2016-04-29
2022484408,2016-04-29 08:12:35,62,2016-04-29
2022484408,2016-04-29 08:12:40,63,2016-04-29
2022484408,2016-04-29 08:12:55,64,2016-04-29
2022484408,2016-04-29 08:13:00,65,2016-04-29
2022484408,2016-04-29 08:13:05,68,2016-04-29
2022484408,2016-04-29 08:13:10,69,2016-04-29
2022484408,2016-04-29 08:13:15,71,2016-04-29
2022484408,2016-04-29 08:13:20,74,2016-04-29
2022484408,2016-04-29 08:13:25,76,2016-04-29
2022484408,2016-04-29 08:13:30,76,2016-04-29
2022484408,2016-04-29 08:13:45,77,2016-04-29
2022484408,2016-04-29 08:13:50,75,2016-04-29
2022484408,2016-04-29 08:13:55,76,2016-04-29
2022484408,2016-04-29 08:14:00,78,2016-04-29
2022484408,2016-04-29 08:14:05,79,2016-04-29
2022484408,2016-04-29 08:14:10,80,2016-04-29
2022484408,2016-04-29 08:14:15,82,2016-04-29
2022484408,2016-04-29 08:14:20,83,2016-04-29
2022484408,2016-04-29 08:14:25,86,2016-04-29
2022484408,2016-04-29 08:14:35,85,2016-04-29
2022484408,2016-04-29 08:14:40,84,2016-04-29
2022484408,2016-04-29 08:14:45,70,2016-04-29
2022484408,2016-04-29 08:14:50,69,2016-04-29
2022484408,2016-04-29 08:14:55,68,2016-04-29
2022484408,2016-04-29 08:15:00,66,2016-04-29
2022484408,2016-04-29 08:15:05,65,2016-04-29
2022484408,2016-04-29 08:15:10,62,2016-04-29
2022484408,2016-04-29 08:15:15,61,2016-04-29
2022484408,2016-04-29 08:15:20,60,2016-04-29
2022484408,2016-04-29 08:15:25,59,2016-04-29
2022484408,2016-04-29 08:15:30,57,2016-04-29
2022484408,2016-04-29 08:15:35,56,2016-04-29
2022484408,2016-04-29 08:15:40,55,2016-04-29
2022484408,2016-04-29 08:15:55,56,2016-04-29
2022484408,2016-04-29 08:16:05,54,2016-04-29
2022484408,2016-04-29 08:16:20,55,2016-04-29
2022484408,2016-04-29 08:16:25,54,2016-04-29
2022484408,2016-04-29 08:16:30,54,2016-04-29
2022484408,2016-04-29 08:16:35,53,2016-04-29
2022484408,2016-04-29 08:16:50,53,2016-04-29
2022484408,2016-04-29 08:17:05,53,2016-04-29
2022484408,2016-04-29 08:17:20,54,2016-04-29
2022484408,2016-04-29 08:17:35,54,2016-04-29
2022484408,2016-04-29 08:17:50,54,2016-04-29
2022484408,2016-04-29 08:18:05,54,2016-04-29
2022484408,2016-04-29 08:18:20,54,2016-04-29
2022484408,2016-04-29 08:18:35,54,2016-04-29
2022484408,2016-04-29 08:18:45,55,2016-04-29
2022484408,2016-04-29 08:18:50,54,2016-04-29
2022484408,2016-04-29 08:19:00,55,2016-04-29
2022484408,2016-04-29 08:19:10,55,2016-04-29
2022484408,2016-04-29 08:19:25,55,2016-04-29
2022484408,2016-04-29 08:19:30,56,2016-04-29
2022484408,2016-04-29 08:19:40,57,2016-04-29
2022484408,2016-04-29 08:19:55,57,2016-04-29
2022484408,2016-04-29 08:20:00,63,2016-04-29
2022484408,2016-04-29 08:20:10,69,2016-04-29
2022484408,2016-04-29 08:20:20,66,2016-04-29
2022484408,2016-04-29 08:20:25,64,2016-04-29
2022484408,2016-04-29 08:20:30,63,2016-04-29
2022484408,2016-04-29 08:20:40,62,2016-04-29
2022484408,2016-04-29 08:20:45,61,2016-04-29
2022484408,2016-04-29 08:20:50,61,2016-04-29
2022484408,2016-04-29 08:21:05,61,2016-04-29
2022484408,2016-04-29 08:21:10,62,2016-04-29
2022484408,2016-04-29 08:21:25,62,2016-04-29
2022484408,2016-04-29 08:21:30,64,2016-04-29
2022484408,2016-04-29 08:21:45,64,2016-04-29
2022484408,2016-04-29 08:21:50,62,2016-04-29
2022484408,2016-04-29 08:22:00,61,2016-04-29
2022484408,2016-04-29 08:22:10,59,2016-04-29
2022484408,2016-04-29 08:22:20,57,2016-04-29
