Id,Time,Value,Date
2022484408,2016-04-09 05:14:00,118,2016-04-09
2022484408,2016-04-09 05:14:05,107,2016-04-09
2022484408,2016-04-09 05:14:10,103,2016-04-09
2022484408,2016-04-09 05:14:15,101,2016-04-09
2022484408,2016-04-09 05:14:20,99,2016-04-09
2022484408,2016-04-09 05:15:00,92,2016-04-09
2022484408,2016-04-09 05:15:05,93,2016-04-09
2022484408,2016-04-09 05:15:10,99,2016-04-09
2022484408,2016-04-09 05:15:20,96,2016-04-09
2022484408,2016-04-09 05:15:30,95,2016-04-09
2022484408,2016-04-09 05:15:40,91,2016-04-09
2022484408,2016-04-09 05:15:45,86,2016-04-09
2022484408,2016-04-09 05:15:50,86,2016-04-09
2022484408,2016-04-09 05:15:55,87,2016-04-09
2022484408,2016-04-09 05:16:05,89,2016-04-09
2022484408,2016-04-09 05:16:20,89,2016-04-09
2022484408,2016-04-09 05:16:30,88,2016-04-09
2022484408,2016-04-09 05:16:35,87,2016-04-09
2022484408,2016-04-09 05:16:45,85,2016-04-09
2022484408,2016-04-09 05:17:00,85,2016-04-09
2022484408,2016-04-09 05:17:15,84,2016-04-09
2022484408,2016-04-09 05:17:20,82,2016-04-09
2022484408,2016-04-09 05:17:35,80,2016-04-09
2022484408,2016-04-09 05:17:40,79,2016-04-09
2022484408,2016-04-09 05:17:55,79,2016-04-09
2022484408,2016-04-09 05:18:10,79,2016-04-09
2022484408,2016-04-09 05:18:20,71,2016-04-09
2022484408,2016-04-09 05:18:25,73,2016-04-09
2022484408,2016-04-09 05:18:35,77,2016-04-09
2022484408,2016-04-09 05:18:40,80,2016-04-09
2022484408,2016-04-09 05:18:45,82,2016-04-09
2022484408,2016-04-09 05:19:00,82,2016-04-09
2022484408,2016-04-09 05:19:05,80,2016-04-09
2022484408,2016-04-09 05:19:10,79,2016-04-09
2022484408,2016-04-09 05:19:25,78,2016-04-09
2022484408,2016-04-09 05:19:30,77,2016-04-09
2022484408,2016-04-09 05:19:40,78,2016-04-09
2022484408,2016-04-09 05:19:50,77,2016-04-09
2022484408,2016-04-09 05:20:05,75,2016-04-09
2022484408,2016-04-09 05:20:10,77,2016-04-09
2022484408,2016-04-09 05:20:15,78,2016-04-09
2022484408,2016-04-09 05:20:20,79,2016-04-09
2022484408,2016-04-09 05:20:35,80,2016-04-09
2022484408,2016-04-09 05:20:45,79,2016-04-09
2022484408,2016-04-09 05:21:00,79,2016-04-09
2022484408,2016-04-09 05:21:15,79,2016-04-09
2022484408,2016-04-09 05:21:20,80,2016-04-09
2022484408,2016-04-09 05:21:30,79,2016-04-09
2022484408,2016-04-09 05:21:45,79,2016-04-09
2022484408,2016-04-09 05:22:00,82,2016-04-09
2022484408,2016-04-09 05:22:10,84,2016-04-09
2022484408,2016-04-09 05:22:15,81,2016-04-09
2022484408,2016-04-09 05:22:25,81,2016-04-09
2022484408,2016-04-09 05:22:30,78,2016-04-09
2022484408,2016-04-09 05:22:35,79,2016-04-09
2022484408,2016-04-09 05:22:50,79,2016-04-09
2022484408,2016-04-09 05:22:55,77,2016-04-09
2022484408,2016-04-09 05:23:00,75,2016-04-09
2022484408,2016-04-09 05:23:05,73,2016-04-09
2022484408,2016-04-09 05:23:15,75,2016-04-09
2022484408,2016-04-09 05:23:30,75,2016-04-09
2022484408,2016-04-09 05:23:40,76,2016-04-09
2022484408,2016-04-09 05:23:45,77,2016-04-09
2022484408,2016-04-09 05:23:50,78,2016-04-09
2022484408,2016-04-09 05:23:55,79,2016-04-09
2022484408,2016-04-09 05:24:00,78,2016-04-09
2022484408,2016-04-09 05:24:05,77,2016-04-09
2022484408,2016-04-09 05:24:20,77,2016-04-09
2022484408,2016-04-09 05:24:35,77,2016-04-09
2022484408,2016-04-09 05:24:40,76,2016-04-09
2022484408,2016-04-09 05:24:55,76,2016-04-09
2022484408,2016-04-09 05:25:10,76,2016-04-09
2022484408,2016-04-09 05:25:20,76,2016-04-09
2022484408,2016-04-09 05:25:25,74,2016-04-09
